,index_x,Final_Tags
7,"Jesusqa chaynintapunin rinan karqan. Chayraykun ñawpaqman phawaylla rispan, Jesusta rikunanpaq, huk sikómoro sach'aman wicharqan.",LUK-18-4
9,"Jesusqa, chay cheqasman chayaspanmi, wichayta qhawarispa, Zaqueota rikurqan. Hinan payta nirqan: ―Zaqueo, kunanmi wasiykipi qhepakunaypuni kashan. Chayrayku usqhaylla uraykamuy, nispa.",LUK-18-5
11,"Hinan payqa, usqhaylla uraykamuspan, Jesusta kusisqa chaskirqan.",LUK-18-6
13,"Chayta rikuspankutaqmi, llapallanku chhuchupakuspa nirqanku: ―Huk huchasapa runaq wasinmanmi qorpachakuq haykun, nispanku.",LUK-18-7
15,"Hinan Zaqueoqa sayarispa Señorta nirqan: ―Qhawariy Señor, kaqniykunamanta kuskannintan wakchakunaman qosaq. Sichus pimantapas imallatapas q'otuspa suwakurqani chayqa, tawa kutitaraqmi kutichipusaq, nispa.",LUK-18-8
17,"Jesustaq nirqan: ―Paypas Abrahampa churin kasqanrayku, kunan kay wasiman qespikuyqa chayamun.",LUK-18-9
19,"Runaq Churinqa, chinkasqata maskhananpaq, hinallataq qespichinanpaqmi hamurqan, nispa.",LUK-18-10
21,"Jerusalén llaqta qayllapiñan kasharqanku. Hinan paykunaqa, chaykunata uyarispa, Diospa qhapaq suyunqa usqhayllaman rikhuriramunanpaqña, yuyaykusharqanku. Chaymi Jesusqa, huk rikch'anachiyta paykunaman rimaykurqan.",LUK-18-11
23,"Nirqantaq: ―Huk allin reqsisqa runan, huk qhapaq suyuta chaskimuspa, chaymantataq kutimpunallanpaq, wak lado suyuta puririrqan.",LUK-18-12
25,"Hinan paypa chunka kamachinkunata waqyaspa, chunka mina qolqeta paykunaman rakirqan. Nirqantaq: ‘Kay mina qolqeta kutimunaykama llank'achishaychis,’ nispa.",LUK-18-13
27,"Chay allin reqsisqa runaq llaqtamasinkunataq ichaqa, payta cheqnikurqanku. Hinan qhepanta, willaq runakunata kamachispanku, nichimurqanku: ‘Ñoqaykupurapi qanpa kamachikunaykitaqa manan munaykuchu,’ nispanku.",LUK-18-14
29,"Hinan chay qhapaq suyuta chaskisqanmanta, chay allin reqsisqa runaqa kutimurqan. Hinan, qolqe qosqan kamachinkunata waqyachimurqan. Sapankankuq qolqe ganachimusqankuta yachananpaqmi waqyachimurqan.",LUK-18-15
31,"Ñawpaq kaq kamachintaq hamuspa nirqan: ‘Patronniy, mina qolqeykiqa, chunka mina qolqetawanmi wacharamun,’ nispa.",LUK-18-16
33,"Patronnintaq payta nirqan: ‘Allinpuni, allin kamachi, pisillapipas hunt'aqpuni kasqaykiraykun, chunka llaqtakunaq kamachiqnin kanki,’ nispa.",LUK-18-17
35,"Iskay kaq kamachin hamuspantaq, payta nirqan: ‘Patronniy, mina qolqeykiqa phisqa mina qolqetawanmi wacharamun,’ nispa.",LUK-18-18
37,"Hinan paytapas patronninqa nillarqantaq: ‘Qanpas phisqa llaqtakunaq kamachiqninmi kanki,’ nispa.",LUK-18-19
39,"Huk kaqñataq, hamuspa nirqan: ‘Patronniy qhawariy, mina qolqeykiqa kaymi kashan. Kay qolqeykitaqa khipunapi khipuruspaymi waqaycharqani.",LUK-18-20
41,"Sinchi millay runa kaspaykin, mana churashaspaykipas horqoq kanki. Hinallataq mana tarpushaspaykipas kosechaq kanki. Chayraykun qanta manchakuspay chay hinata ruwarqani,’ nispa.",LUK-18-21
43,"Hinan patronninqa payta nirqan: ‘¡Mana allin kamachi, rimasqaykiraykun huchachasqayki! Sinchi millay runa kaspay, mana churasqaymanta horqoq kasqayta, hinallataq mana tarpushaspay kosechaq kasqaytapas yacharqankin.",LUK-18-22
45,"Chay hinaqa, ñoqa kutimuspay, wachaynintinta horqokapunaypaq ¿imanaqtintaq qolqeytari mana bankomanchu churarqanki?’ nispa.",LUK-18-23
47,"Chaypi kashaqkunatataqmi nirqan: ‘Chay mina qolqeta qechuychis, hinaspa chunka mina qolqeyoqman qoychis,’ nispa.",LUK-18-24
49,"Paykunataqmi nirqanku: ‘Patronniyku, paypaqa ñan chunka mina qolqen kashanña,’ nispanku.",LUK-18-25
51,"Patrontaqmi kutichirqan: ‘Qankunataqa niykichismi: “Hayk'an kaqniyoqmanqa aswantaraqmi qosqa kanqa. Mana kaqniyoqmantataqmi ichaqa, kaqninkunatawanpas qechupusqa kanqa,” nispay.",LUK-18-26
53,"Ichaqa, chay awqaykuna, paykunapurapi kamachikuqninku kanayta mana munaqkunatataq, kayman apamuychis. Hinaspa ñawpaqeypi kunkanta qhoruychis, nispan, nispa.",LUK-18-27
55,"Chayta nispantaq, ñawpaqta rispa, Jerusalén llaqtaman wichasharqan.",LUK-18-28
57,"Chay hina kaqtinmi, Betfagé llaqta, hinallataq Betania llaqta qayllaman haykushaspanña, iskay yachachisqankunata Olibos nisqa orqoman kacharqan.",LUK-18-29
59,"Hinan paykunata nirqan: ―Chimpa llaqta kantuta rirqoychis. Chayman haykuspaykichistaq, huk malta asnochata watasqata tarinkichis. Chay asnochapiqa, manan hayk'aqpas pi runapas sillakunraqchu. Chaytan paskaraspa aysaramunkichis.",LUK-18-30
61,"Sichus pipas tapusunkichis: ‘¿Imapaqmi chay asnochata paskashankichis?’ nispa chayqa, qankunaqa ninkichis: ‘Señormi nesesitashan,’ nispaykichis, nispa.",LUK-18-31
63,"Hinan Jesuspa kamachisqankunaqa, imaynatachus nirqan, chay hinatapuni tarirqanku.",LUK-18-32
65,"Asnochata paskashaqtinkutaq, asnoyoqkunaqa paykunata nirqanku: ―¿Imapaqmi chay asnochata paskashankichis? nispanku.",LUK-18-33
67,"Kamachisqankunataq nirqanku: ―Señormi nesesitashan, nispanku.",LUK-18-34
69,"Hinan Jesusman aysamuspanku, p'achankuwan qataykuspa, Jesusta asnochaman sillaykuchirqanku.",LUK-18-35
71,"Jesús rishaqtintaq, ñan pataman p'achankuta mast'arqanku.",LUK-18-36
73,"Olibos nisqa orqomanta urayamunamanmi Jesusqa chayasharqanña. Hinan atiywan tukuy imaymana musphana ruwaykunata rikusqankurayku, chay llapan askha yachachisqankunaqa kusikuymanta kunkayoqta Diosta yupaychayta qallarirqanku.",LUK-18-37
75,"Nirqankutaq: ―¡Señorpa sutinpi hamuq Reyqa, saminchasqa kachun! ¡Hanaq pachapi thak kay kachun, Hanaqkunapipas yupaychay kachun! nispanku. (Sal. 118:26)",LUK-18-38
77,"Hinan wakin fariseokunaqa, askha runakuna chawpimanta Jesusta nimurqanku: ―Yachachikuq, yachachisqaykikunata phiñarikuy, nispanku.",LUK-18-39
79,"Kutichispantaq Jesusqa paykunata nirqan: ―Niykichismi: ‘Sichus paykuna upallakunkuman chayqa, rumikunan qaparinkuman,’ nispay, nispa.",LUK-18-40
81,"Llaqtaman qayllaykushaspantaqmi, chay llaqtata qhawarispa waqarqan.",LUK-18-41
83,"Nirqantaq: ―Sichus kay p'unchaynillaykipipas thak kayniykipaq kaqta reqsiwaq chayqa, manan kunanqa ñawiykikunamanta pakasqachu kashanman.",LUK-18-42
85,"Awqaykikunaq muyuykusqan kanayki p'unchaykunan chayamunqa. Muyuriqmantan muyuykusunkiku, hinallataq llapan ladomanta k'iskichaykusunkiku.",LUK-18-43
87,"Qespichiqniyki hamushaqtinmi mana chaskirqankichu. Chayraykun, pampakamaraq thunisunkiku, wawaykikunatataq wañuchinqaku. Hinallataqmi rumipas, rumi patapi mana qanpiqa qhepanqachu, nispa.",LUK-18-44
89,"Dios yupaychana wasiman haykuspantaqmi, Jesusqa chaypi qhatuqkunata, hinallataq rantiqkunata hawaman qarqoyta qallarirqan.",LUK-18-45
91,"Hinan paykunata nirqan: ―Qelqasqan kashan: ‘Ñoqaq wasiyqa, Diosman parlana wasin,’ nispa. (Isa. 56:7) Qelqaqa nillantaqmi: ‘Qankunataq ichaqa, suwakunaq mach'ayninman tukurachisqankichis,’ nispan, nispa. (Jer. 7:11)",LUK-18-46
93,"Sapa p'unchaymi Jesusqa, Dios yuspaychana wasipi yachachisharqan. Ichaqa, umalliq saserdotekunapas, kamachikuy simita yachachiqkunapas, llaqta umalliq runakunapas paytaqa wañuchiytapunin munasharqanku.",LUK-18-47
95,Llaqtantin runakunaqa ancha yuyaywanmi uyarisharqanku. Chayraykun mana ima ruwaytapas atisharqankuchu.Copyrighted Material,LUK-18-48
1,"Huk p'unchaymi, llaqtantin runakunaman Dios yupaychana wasipi Jesusqa yachachisharqan. Hinallataq allin willakuytapas willasharqan. Chayllamanmi saserdotekuna, kamachikuy simita yachachiqkuna, hinallataq umalliq runakunapas Jesusman asuykurqanku.",LUK-19-1
3,"Hinan payta rimaykurqanku: ―¿Ima kamachikuyniyoq kaywantaq kay imaymanakunatari ruwanki? ¿Pitaq chay kamachikuyniyoq kaytari qorqasunki? Chayta niwayku, nispanku.",LUK-19-2
5,Jesustaqmi paykunaman kutichispa nirqan: ―Ñoqapas huk tapukuyta tapullasaykichistaq.,LUK-19-3
7,"¿Bautisaq Juanpa bautisayninri hanaq pachamantachu karqan, icha runakunallamantachu karqan? Chayta kutichiwaychis, nispa.",LUK-19-4
9,"Paykunataq, paykunapurapi ninakurqanku: ―Sichus hanaq pachamantan nisunchis chayqa, niwasunchischá: ‘¿Imanaqtintaq manari kreerqankichischu?’ nispa.",LUK-19-5
11,"Llapa runakunan, Juanqa Diospa rantinpi rimaq kasqanta yachanku. Chayrayku, sichus runakunallamantan nisunchis chayqa, llaqtantin runachá rumiwan ch'aqewasunchis, nispanku.",LUK-19-6
13,"Hinan maymantachus karqan, chayta mana kutichirqankuchu.",LUK-19-7
15,"Jesustaqmi paykunata nirqan: ―Ñoqapas manallataqmi ima kamachikuyniyoq kaywanchus kay imaymanakuna ruwasqaytaqa nisaykichischu, nispa.",LUK-19-8
17,"Hinan llaqtantin runakunaman kay rikch'anachiyta Jesusqa rimaykuyta qallarirqan: ―Huk runan, chakranpi ubasta tarpurqan. Chakra llank'aqkunaman arrendaspantaq, unay tiempopaq karu llaqtata ripurqan.",LUK-19-9
19,"Hinan tiemponpi, chakra llank'aqkuna ubas chakraq rurusqanta qomunankupaq, huk kamachinta kamachirqan. Chakra llank'aq runakunataqmi ichaqa, maqaykuspanku, mana imallantinta kutichipurqanku.",LUK-19-10
21,"Huk kamachintañataqmi kamachillarqantaq. Ichaqa paytapas kasqallantataqmi p'enqayta maqaykuspanku, mana imallantinta kutichipullarqankutaq.",LUK-19-11
23,"Kinsa kaq kamachintan kamachillarqantaq. Ichaqa paytapas k'iriykuspankun, chakramanta qarqomurqanku.",LUK-19-12
25,"Hinan chakrayoq wiraqochaqa nirqan: ‘¿Imatataq ruwasaqri? Munasqay churiyta kachasaq. Imaynapipas payta rikuspaqa, manchaykukunkumanpaschá,’ nispa.",LUK-19-13
27,"Chakra llank'aqkunataqmi ichaqa rikuruspanku, paykunapurapi rimanakurqanku: ‘Kayqa, erensiata chaskiqmi. Chay tupaqnin erensia ñoqanchispa kapunanpaq payta wañurachisunchis,’ nispanku.",LUK-19-14
29,"Hinan ubas chakramanta qarqospa, payta wañuchirqanku. Chay hinaqa, ubas chakrayoq wiraqochaqa, ¿imatataq paykunawanri ruwanqa?",LUK-19-15
31,"Hamuspanmi, chay llank'aqkunata wañuchipunqa. Hinan ubas chakranta hukkunaman qopunqa, nispa. Paykunataq chayta uyarispa nirqanku: ―¡Amapuni hayk'aqpas chay hinaqa kachunchu! nispanku.",LUK-19-16
33,"Jesustaq ichaqa, paykunata qhawarispa nirqan: ―¿Imanispataq Qelqari nin? Qelqaqa nishanmi: Wasi ruwaqkunaq wikch'usqanku rumin, eskina hap'iq rumiman tukupun,’ nispa. (Sal. 118:22)",LUK-19-17
35,"Pipas chay rumi pataman urmaykuqqa, chhallukunqan. Chay rumi, piqpa patanmanchus urmaykunqa chaytaqmi ñut'upunqa, nispa.",LUK-19-18
37,"Hinan umalliq saserdotekunaqa, kamachikuy simita yachachiqkunapiwan, paykunaq kontranpi chay rikch'anachiy rimasqanta entiendirqanku. Chayraykun chay orapi hap'irqoytapuni munasharqanku, ichaqa manchakusharqankutaqmi.",LUK-19-19
39,"Chaninman tukuspalla, makilla qhawaq runakunatan kamachirqanku. Chaymi, ima rimasqallanpipas hap'irqospa, atiyniyoq kamachikuqpa makinman hap'ichinankupaq qhamiyasharqanku.",LUK-19-20
41,"Hinan paykunaqa, Jesusta tapuspa nirqanku: ―Yachachikuq, chanin rimaq, hinallataq allin yachachiq kasqaykitaqa yachaykun. Manan runakunaq rikch'aynintachu qhawanki. Aswanpas Diospa ñanninta cheqaq kaywan yachachinki. Chaytapas yachallaykutaqmi.",LUK-19-21
43,"¿Cesarman tributo qolqe pagayniykuri allinchu, icha manachu? nispanku.",LUK-19-22
45,"Jesustaqmi ichaqa, yuyaysapa kasqankuta yachaspa, paykunata nirqan: ―¿Imanaqtintaq wateqaytari munawankichis?",LUK-19-23
47,"Huk denario qolqeta qhawachiwaychis. ¿Piqpa rikch'aynintaq kayri? Hinallataq, ¿piqpa sutintaq kaypi qelqasqapas kashanri? nispa. Kutichispankutaqmi nirqanku: ―Cesarpan, nispanku.",LUK-19-24
49,"Hinan paykunata nirqan: ―Chay hinaqa, Cesarpa kaqta Cesarman qopuychis. Diospa kaqtataq Diosman qopuychis, nispa.",LUK-19-25
51,"Llaqta runakunaq qayllanpitaq, mana ima rimasqallanpipas urmachinankupaq hap'irqoyta atirqankuchu. Aswanmi kutichisqanwan, yuyayninkupi mana kabesqa kaspa, upallakapurqanku.",LUK-19-26
53,"Saduseokunaqa ninkun: ‘Kawsarimpuyqa manan kanchu,’ nispanku. Paykunamanta wakinninkutaqmi Jesusman asuykuspa tapurqanku.",LUK-19-27
55,"Nirqankutaq: ―Yachachikuq, Moisesmi qelqapuwarqanku: ‘Sichus piqpapas kurak wawqen mana wawayoq kashapa wañukapun chayqa, sullk'a wawqenmi chay warminwan kasarakapunqa. Hinan kurak wawqenpa mirayninta hatarichinqa,’ nispan.",LUK-19-28
57,"Chay hinaqa, qanchis wawqekunan karqanku. Ñawpaq kaqmi kasarakurqan, hinan mana wawayoq kashaspallaraq wañukapurqan.",LUK-19-29
59,"Hinallataqmi iskay kaq wawqenpas chay warmiwan kasarakullarqantaq. Hinan paypas, mana wawayoq kashaspallaraq wañukapurqan.",LUK-19-30
61,"Kinsa kaq wawqenpas chay warmiwan kasarakullarqantaq. Chay hinallataqmi, llapan qanchisnintin wawqekunapas chay warmiwan kasarakurqanku. Hinan mana wawayoq kashaspallankuraq wañukapurqanku.",LUK-19-31
63,Chaymantataqmi warmipas wañukapullarqantaq.,LUK-19-32
65,"Qanchisnintin wawqekunaq esposankun karqan. ¿Kawsarimpuypiri, mayqenninkuq esposantaq kanqa? nispanku.",LUK-19-33
67,"Hinan Jesusqa paykunaman kutichispa nirqan: ―Kay pachapi runakunaqa, kasarakunku, hinallataq kasarachinkun.",LUK-19-34
69,"Ichaqa Diospa wakichisqan hamuq pachaman, hinallataq wañusqakunaq kawsarimpuyninkuman aypanankupaq hina kaqkunapas kankun. Paykunan manaqa kasarakunkuchu nitaq kasarachinkupaschu.",LUK-19-35
71,"Angelkuna hinan kanku. Hinallataqmi kawsarimpuq kaspanku, Diospa wawankunaqa kanku. Chayraykun manaña wañuyta atinqakuñachu.",LUK-19-36
73,"Wañuqkunaq kawsarimpunanmanta Moisesqa t'ankarmanta qelqasqanpin, yachachirqanña. Hinan payqa Señorta nirqan: ‘Qanmi, Abrahampa Diosnin, Isaakpa Diosnin, hinallataq Jakobpa Diosninpas kanki,’ nispa. (Éxo. 3:6)",LUK-19-37
75,"Diospaqqa llapallanmi kawsashan. Chaymi Diosqa mana wañusqakunaq Diosninchu, aswanpas kawsashaqkunaq Diosninmi, nispa.",LUK-19-38
77,"Wakin kamachikuy simita yachachiqkunataq kutichispa nirqanku: ―Yachachikuq, allintan ninki, nispanku.",LUK-19-39
79,Hinan manaña aswantapas tapupayaytaqa munarqankuñachu.,LUK-19-40
81,"Hinaqtinmi Jesusqa paykunata nirqan: ―¿Imaynapitaq, Cristoqa Davidpa Churinmi nispari ninku?",LUK-19-41
83,David kikinmi Salmos Qelqapi qelqarqan.,LUK-19-42
85,"Nirqantaq: ‘Señormi Señorniyta nirqan: “Awqaykikunata chakiykiq pachanman churanaykama paña ladoypi tiyaykuy,” nispan, nispa. (Sal. 110:1)",LUK-19-43
87,"Chay hinaqa, Davidtaq ‘Señorniy’, nispa sutiyan chayqa, ¿imaynapitaq paypa churinri kanman? nispa.",LUK-19-44
89,"Llaqtantin llapallan runakuna uyarishaqtintaq, Jesusqa yachachisqankunata rimaykurqan.",LUK-19-45
91,"Nirqantaq: ―Kamachikuy simita yachachiqkunamanta kuidakuychis. Paykunaqa pampakama p'achayoq puriyta, hinallataq plasakunapipas napaykusqa kaytan munanku. Hinallataq judío runakunaq huñukunanku wasikunapipas, mikhuna fiestakunapipas, ñawpaq kaq tiyanakunallapi tiyayta munanku.",LUK-19-46
93,"Chay runakunaqa, biudakunaq wasinkutan q'arunku. Runakunawan mana reparachikunankupaqtaqmi unayta Diosman parlaq tukunku. Paykunan aswan sinchi huchachaytaqa chaskinqaku, nispa.Copyrighted Material",LUK-19-47
1,"Qhawarispantaqmi Jesusqa, ofrenda churanaman qhapaqkunaq ofrenda churasqankuta rikurqan.",LUK-20-1
3,"Hinallataqmi, huk wakcha biudaq kobremanta iskay qolqechakunata ofrenda churanaman churasqantapas rikullarqantaq.",LUK-20-2
5,"Hinan nirqan: ―Cheqaqtapunin niykichis: ‘Kay wakcha biudan, llapankumantapas aswan askhata churaykun,’ nispay.",LUK-20-3
7,"Llapan chay churaqkunaqa, qhapaq kayninkumanta puchuqllantan Diospaq ofrendataqa churanku. Kay wakcha biudataqmi ichaqa, llapan kawsananpaq kaqta churaykapun, nispa.",LUK-20-4
9,"Hinan wakin runakunaqa, Dios yupaychana wasi, munay rumikunawan, hinallataq qokuy ofrendakunawanpas sumaq- chasqa kasqanmanta rimasharqanku.",LUK-20-5
11,"Chaymi Jesusqa paykunata nirqan: ―Kay imaymanakuna rikusqaykichismanqa, p'unchaykunan chayamunqa. Hinan llapachallan thunisqa kanqa. Manataqmi rumipas, rumi patapiqa qhepanqachu, nispa.",LUK-20-6
13,"Hinaqtinmi Jesusta tapuspa nirqanku: ―Yachachikuq, ¿hayk'aqtaq chayri kanqa? Hinallataq, ¿chay imaymanakuna pasananpaq kashaqtinri, ima señaltaq kanqa? nispanku.",LUK-20-7
15,"Hinaqtinmi Jesusqa nirqan: ―Askhan ñoqaq sutiypi hamuspa ninqaku: ‘Ñoqan Cristoqa kani,’ nispanku. Hinallataq: ‘Ñan tiempopas qayllaykamushanña,’ nispanku. Chayrayku qhawakuychis, amataq q'otuchikuychischu. Nitaq qhepankutapas riychischu.",LUK-20-8
17,"Ñawpaqtaqa tukuy kaykunan pasananpuniraq, ichaqa manan kasqan ratuchu p'uchukayqa kanqa. Chayrayku, awqa tinkuymanta, hinallataq maqanakuykunamanta uyarispaykichisqa, ama mancharikunkichischu, nispa.",LUK-20-9
19,"Hinan paykunata nillarqantaq: ―Huk suyun wak suyuq kontranpi hatarimunqa. Hinallataqmi huk qhapaq suyupas, wak qhapaq suyuq kontranpi hatarimullanqataq.",LUK-20-10
21,"Askha cheqaskunapin, hatun pacha chhaphchikuykuna, yarqaykuna, hinallataq sinchi millay onqoykuna kanqa. Hanaq pachamantataqmi sinchi mancharikuy, hinallataq hatun señalkunapas kallanqataq.",LUK-20-11
23,"Lliw chay imaymanakunamanta ñawpaqtataqmi ichaqa, sutiyrayku qatiykachasqa kankichis. Hap'ispataq, judío runakunaq huñukunanku wasikunaman, hinallataq karselkunaman hap'ichisunkichis. Hinan reykunaman, hinallataq kamachikuqkunaq ñawpaqenmanpas apasunkichis.",LUK-20-12
25,"Chaykunataqmi, qankuna ñoqamanta willanaykichispaq kanqa.",LUK-20-13
27,Ama imatachus kutichinaykichista ñawpaqmantaraqqa yuyaykukuychischu.,LUK-20-14
29,"Ñoqan rimariyta, hinallataq yachaytapas qosaykichis. Chaymantaqmi, mana pi kontrallikuqniykichiskunaqa kutichiytapas, nitaq sayachiytapas atinqakuchu.",LUK-20-15
31,"Tayta-mamaykichiskunapas, familiaykichiskunapas, amigoykichiskunapas, wawqe-panaykichiskunapas, hap'ichisunkichismi. Hinan qankunamanta wakinniykichista wañuchisunkichis.",LUK-20-16
33,"Sutiyraykutaqmi, llapa runakuna cheqnikusunkichis.",LUK-20-17
35,Ichaqa manan umaykichismanta ch'ulla chukchallaykichispas chinkanqachu.,LUK-20-18
37,"Mana qhepaman kutispa, qaqata sayasqaykichiswanmi kawsaytaqa tarinkichis, nispa.",LUK-20-19
39,"Jesusqa nillarqantaqmi: ―Jerusalén llaqtata ejersitukunaq muyuykusqanta rikuspaykichismi, chay llaqta thunisqa kanantaqa yachankichis.",LUK-20-20
41,"Hinaqtintaq, Judea probinsiapi kashaqkunaqa orqokunaman ayqekuchunku. Llaqta chawpipi kashaqkunataq, llaqta hawaman ayqekuchunku. Hinallataq kampokunapi kashaqkunapas amaña llaqtaman haykuchunkuñachu.",LUK-20-21
43,"Chaykunaqa, Diospa phiñakuynin p'unchaykunapi lliw Qelqakunaq hunt'akunanmantan kanku.",LUK-20-22
45,"Kay hallp'a pachantinpaqmi hatun ñak'ariy chayamunqa. Hinallataqmi kay llaqtapaqpas k'arak phiñakuy chayamunqa. Chayrayku ¡ay chay p'unchaykunapi, wiksallikuq warmikunamanta, hinallataq wawa ñuñuq warmikunamantapas, imaynaraqmi kanqaku!",LUK-20-23
47,"Hinan paykunaqa espadawan wañuchisqa kanqaku. Hinallataq llapan suyukunamanmi ñak'arichisqa kanankupaq preso apasqa kanqaku. Mana-judío runakunaq tiemponku hunt'akunankamataqmi, paykunaqa Jerusalén llaqtata sarunchanqaku, nispa.",LUK-20-24
49,"Nillarqantaqmi: ―Hinan intipi, killapi, hinallataq ch'askakunapipas señalkuna kanqa. Hinallataq mama-qochapas phoqchispa qaparinqa. Chaymi, lliw hallp'a pachantinpi runakunapaq, musphariy kasqanhawa llakikuy kanqa.",LUK-20-25
51,"Hanaq pachapi atiykunan chhaphchirisqa kanqa. Chayraykun, kay pachaman imaymana mana allinkuna hamusqanmanta, hinallataq mancharikuymanta kay pachapi tiyaq runakunaqa muspharinqaku.",LUK-20-26
53,"Hinaqtintaqmi phuyupi, atiywan, hinallataq hatun k'anchariywan Runaq Churinta hamushaqta rikunqaku.",LUK-20-27
55,"Rantipapusqa kanaykichismi chayamushanña. Chayrayku kay imaymanakuna pasayta qallarishaqtinqa, umaykichista altoman hoqarispa qhawariychis, nispa.",LUK-20-28
57,"Hinan huk rikch'anachiyta paykunaman Jesusqa nillarqantaq: ―Igos sach'ata, hinallataq llapan mallkikunatapas qhawariychis.",LUK-20-29
59,"Raphinkuna ch'ikchimushasqanta rikuspaykichismi, poqoy tiempoq qayllaña kashasqantaqa yachankichis.",LUK-20-30
61,"Chay hinallataqmi, kay imaymanakuna pasasqanta rikuspaykichisqa, Diospa qhapaq suyun sispallapiña kashasqanta yachankichis.",LUK-20-31
63,"Cheqaqtan niykichis: ‘Tukuy chaykuna hunt'akunankamaqa, manan kay runa-mirayqa tukukunqachu.",LUK-20-32
65,"Hanaq pachapas, hallp'a pachapas tukukunqan. Simiykunan ichaqa, manapuni hayk'aqpas tukukunqachu,’ nispay.",LUK-20-33
67,"Saksapakuykunawan, machaykunawan, hinallataq kay pacha kawsaypi llakipakuykunawan ama sonqoykichis hunt'aykusqachu kashachun. Hinallataq ama qonqayllamanta chay p'unchay hap'inasunkichispaq, qankuna kikiykichista kuidakuychis.",LUK-20-34
69,"Llapan hallp'a pachantinpi tiyaq runakunatan, toqlla hina qonqaylla hap'iramunqa.",LUK-20-35
71,"Tukuy chay imaymanakuna pasaqtin ayqenaykichispaq, hinallataq Runaq Churinpa ñawpaqenpi sayayta atinaykichispaq kuidakuychis. Chay hinaqa, tukuy tiempopipas mañakuspallapuni, hinallataq rikch'ashaspallapuni kashaychis, nispa.",LUK-20-36
73,"Chay p'unchaykunapitaqmi, Jesusqa Dios yupaychana wasipi yachachirqan. Tutataqmi ichaqa, Olibos nisqa orqoman samaykunanpaq wichapurqan.",LUK-20-37
75,"Llapa llaqtantin runakunataq Jesusta uyarinankupaq, tutallamanta Dios yupaychana wasiman rirqanku.Copyrighted Material",LUK-20-38
1,Mana lebadurayoq t'anta mikhuna Paskua sutichasqa fiesta p'unchay qallariyñan kasharqan.,LUK-21-1
3,"Hinan umalliq saserdotekuna, hinallataq kamachikuy simita yachachiqkunapas imaynanmanta Jesusta wañuchinankupaq maskhasharqanku. Ichaqa llaqtatataqmi manchakusharqanku.",LUK-21-2
5,"Hinallamanmi Satanasqa, Judas Iskarioteman haykurqan. Payqa, chunka iskayniyoq akllasqakunamanta hukninmi karqan.",LUK-21-3
7,"Jesusta imaynanmantachus hap'ichinanpaqmi Judasqa umalliq saserdotekunaman, hinallataq soldadokunaq umalliqninkunamanwan rispa rimanakamurqan.",LUK-21-4
9,Paykunataqmi kusikurqanku. Hinan qolqeta qonankupaq rimanakurqanku.,LUK-21-5
11,"Chay hinapi rimanakuspankun, Judasqa runakunaq mana yachasqallan ima ratuchus hap'ichinanpaq maskhasharqan.",LUK-21-6
13,Hinan Mana Lebadurayoq T'anta fiesta p'uchayqa chayamurqan. Chay Paskua fiestapitaqmi obehata nak'aspa sakrifi- sioqa haywanapuni karqan.,LUK-21-7
15,"Jesustaqmi Pedrota, hinallataq Juantapas kachaspa nirqan: ―Rispaykichis, Paskua fiestapi mikhunata mikhunanchispaq wakichimuychis, nispa.",LUK-21-8
17,Paykunataq Jesusta tapurqanku: ―¿Maypi wakichimunaykutataq munankiri? nispanku.,LUK-21-9
19,"Hinan Jesusqa paykunata nirqan: ―Qhawariychis, llaqtaman haykushaqtiykichismi, p'uyñupi unuta apashaq huk runawan tupankichis. Hinan may wasimanchus haykunqa, chaykama qatikunkichis.",LUK-21-10
21,"Chay wasiyoq wiraqochatataqmi ninkichis: ‘Yachachikuqmi nisunki: “¿Yachachisqaykunawan Paskua mikhuna mikhunaypaq mayqen kaq wasin kashan?” nispan,’ nispaykichis.",LUK-21-11
23,"Paytaqmi ña allichasqataña hatun altos wasita rikuchisunkichis, hinan chaypi wakichimunkichis, nispa.",LUK-21-12
25,"Hinan paykunaqa rispanku, imaynatachus Jesuspa nisqanman hina tarirqanku. Chaypitaqmi Paskua mikhunataqa wakichimurqanku.",LUK-21-13
27,"Ora chayamuqtintaq, Jesusqa chunka iskayniyoq apostolninkunawan mesaman tiyaykurqan.",LUK-21-14
29,Paykunatataqmi nirqan: ―Manaraq ñak'arishaspay qankunawan maytapuni Paskua mikhunata mikhuykuyta munarqani.,LUK-21-15
31,"Qankunatan niykichis: ‘Diospa qhapaq suyun hunt'akunankaman kay Paskua mikhunata manapuniña mikhusaqchu,’ nispay, nispa.",LUK-21-16
33,"Huk kopata hap'ispantaq, grasiasta qospan nirqan: ―Kay kopata hap'iychis, hinaspataq qankunapurapi haywanakuychis.",LUK-21-17
35,"Niykichismi: ‘Kunanmantapachan Diospa qhapaq suyunpi hamunaykama kay ubaspa rurunmantaqa, manapuni ukyasaqñachu,’ nispay, nispa.",LUK-21-18
37,"Hinan t'antata hap'ispan, grasiasta qospa, phakmirqan. Paykunaman qospantaq nirqan: ―Kay t'antaqa qankunarayku qosqay kuerpoymi. Kaytaqa, sapa kuti yuyariwanaykichispaqmi ruwankichis, nispa.",LUK-21-19
39,"Chay hinallataqmi mikhusqankumantaña, kopatapas hap'ispa, paykunata nirqan: ―Kay kopaqa, yawarniypi mosoq rimanakuymi. Qankunaraykutaqmi hich'akun, nispa.",LUK-21-20
